validdate;t_2m:C;wind_speed_10m:kmh;relative_humidity_2m:p
1999-01-01T00:00:00Z;-25.5;15.1;79.8
1999-01-02T00:00:00Z;-25.9;16.0;79.7
1999-01-03T00:00:00Z;-21.8;36.3;77.5
1999-01-04T00:00:00Z;-19.2;25.5;79.5
1999-01-05T00:00:00Z;-21.8;18.9;81.1
1999-01-06T00:00:00Z;-25.3;10.7;82.9
1999-01-07T00:00:00Z;-27.8;9.4;82.7
1999-01-08T00:00:00Z;-28.5;15.8;76.8
1999-01-09T00:00:00Z;-28.1;19.9;76.3
1999-01-10T00:00:00Z;-26.4;23.9;77.4
1999-01-11T00:00:00Z;-22.9;16.6;81.6
1999-01-12T00:00:00Z;-27.8;13.9;81.1
1999-01-13T00:00:00Z;-25.4;6.3;78.2
1999-01-14T00:00:00Z;-25.8;23.6;76.3
1999-01-15T00:00:00Z;-24.0;29.5;79.8
1999-01-16T00:00:00Z;-22.2;27.3;78.5
1999-01-17T00:00:00Z;-21.6;21.5;79.2
1999-01-18T00:00:00Z;-20.4;6.5;76.8
1999-01-19T00:00:00Z;-24.3;11.1;81.3
1999-01-20T00:00:00Z;-26.6;25.4;73.8
1999-01-21T00:00:00Z;-28.3;35.7;73.8
1999-01-22T00:00:00Z;-30.1;20.3;75.3
1999-01-23T00:00:00Z;-30.8;13.6;75.7
1999-01-24T00:00:00Z;-21.7;35.2;79.2
1999-01-25T00:00:00Z;-20.9;48.8;75.7
1999-01-26T00:00:00Z;-27.9;34.7;72.5
1999-01-27T00:00:00Z;-29.4;20.8;75.2
1999-01-28T00:00:00Z;-30.4;20.4;76.5
1999-01-29T00:00:00Z;-28.9;24.8;78.5
1999-01-30T00:00:00Z;-30.9;6.3;55.5
1999-01-31T00:00:00Z;-33.4;7.4;70.4
1999-02-01T00:00:00Z;-29.4;29.0;71.5
1999-02-02T00:00:00Z;-27.0;46.2;76.6
1999-02-03T00:00:00Z;-26.9;38.5;76.8
1999-02-04T00:00:00Z;-29.7;22.9;75.6
1999-02-05T00:00:00Z;-30.5;13.4;75.8
1999-02-06T00:00:00Z;-30.6;12.1;77.2
1999-02-07T00:00:00Z;-30.6;4.3;78.9
1999-02-08T00:00:00Z;-29.2;9.3;73.6
1999-02-09T00:00:00Z;-30.3;24.1;75.5
1999-02-10T00:00:00Z;-33.9;16.5;73.1
1999-02-11T00:00:00Z;-33.5;11.6;77.5
1999-02-12T00:00:00Z;-29.9;26.2;74.9
1999-02-13T00:00:00Z;-24.1;20.8;76.7
1999-02-14T00:00:00Z;-25.7;8.8;80.5
1999-02-15T00:00:00Z;-25.3;27.8;78.2
1999-02-16T00:00:00Z;-23.6;41.0;79.6
1999-02-17T00:00:00Z;-18.7;30.1;83.2
1999-02-18T00:00:00Z;-15.4;24.6;87.1
1999-02-19T00:00:00Z;-16.5;20.9;86.4
1999-02-20T00:00:00Z;-21.6;5.4;80.2
1999-02-21T00:00:00Z;-19.4;12.3;82.8
1999-02-22T00:00:00Z;-20.4;12.6;80.7
1999-02-23T00:00:00Z;-22.6;19.0;78.5
1999-02-24T00:00:00Z;-21.0;25.9;80.8
1999-02-25T00:00:00Z;-21.7;30.8;79.8
1999-02-26T00:00:00Z;-22.6;31.1;77.0
1999-02-27T00:00:00Z;-24.9;26.7;77.1
1999-02-28T00:00:00Z;-26.4;15.1;77.2
1999-03-01T00:00:00Z;-26.7;7.5;77.2
1999-03-02T00:00:00Z;-25.5;14.5;78.2
1999-03-03T00:00:00Z;-23.1;12.0;77.6
1999-03-04T00:00:00Z;-25.7;8.0;78.9
1999-03-05T00:00:00Z;-24.7;20.4;78.1
1999-03-06T00:00:00Z;-20.9;18.5;82.0
1999-03-07T00:00:00Z;-25.7;9.5;78.6
1999-03-08T00:00:00Z;-26.3;18.3;76.4
1999-03-09T00:00:00Z;-27.0;8.2;71.8
1999-03-10T00:00:00Z;-28.9;12.0;75.4
1999-03-11T00:00:00Z;-28.9;13.4;74.2
1999-03-12T00:00:00Z;-28.6;15.0;76.3
1999-03-13T00:00:00Z;-23.6;23.6;77.5
1999-03-14T00:00:00Z;-22.6;12.9;73.6
1999-03-15T00:00:00Z;-21.6;11.9;76.1
1999-03-16T00:00:00Z;-18.8;7.2;83.6
1999-03-17T00:00:00Z;-19.3;9.4;82.8
1999-03-18T00:00:00Z;-19.9;13.1;74.8
1999-03-19T00:00:00Z;-20.5;14.6;80.8
1999-03-20T00:00:00Z;-19.0;12.4;81.6
1999-03-21T00:00:00Z;-22.1;18.4;80.8
1999-03-22T00:00:00Z;-19.8;21.5;81.1
1999-03-23T00:00:00Z;-20.7;31.4;77.6
1999-03-24T00:00:00Z;-19.6;42.7;78.4
1999-03-25T00:00:00Z;-22.0;49.7;76.5
1999-03-26T00:00:00Z;-23.9;44.7;74.5
1999-03-27T00:00:00Z;-25.8;34.7;71.7
1999-03-28T00:00:00Z;-26.7;23.8;72.0
1999-03-29T00:00:00Z;-26.9;21.9;71.9
1999-03-30T00:00:00Z;-25.0;19.5;75.2
1999-03-31T00:00:00Z;-25.1;20.0;74.2
1999-04-01T00:00:00Z;-24.7;23.8;76.1
1999-04-02T00:00:00Z;-23.7;30.2;77.9
1999-04-03T00:00:00Z;-23.3;14.2;77.5
1999-04-04T00:00:00Z;-22.8;5.4;76.9
1999-04-05T00:00:00Z;-20.8;9.9;76.4
1999-04-06T00:00:00Z;-19.0;31.7;81.9
1999-04-07T00:00:00Z;-15.9;19.9;80.0
1999-04-08T00:00:00Z;-16.8;12.1;79.5
1999-04-09T00:00:00Z;-20.2;19.3;77.2
1999-04-10T00:00:00Z;-22.5;21.7;75.6
1999-04-11T00:00:00Z;-22.9;29.4;76.2
1999-04-12T00:00:00Z;-23.3;28.8;74.9
1999-04-13T00:00:00Z;-23.6;11.8;75.2
1999-04-14T00:00:00Z;-23.1;8.4;72.8
1999-04-15T00:00:00Z;-23.2;9.3;75.1
1999-04-16T00:00:00Z;-22.5;29.3;75.8
1999-04-17T00:00:00Z;-19.0;32.7;78.1
1999-04-18T00:00:00Z;-14.3;37.2;84.8
1999-04-19T00:00:00Z;-10.5;22.5;86.0
1999-04-20T00:00:00Z;-15.1;15.9;74.9
1999-04-21T00:00:00Z;-16.3;20.6;73.4
1999-04-22T00:00:00Z;-17.2;9.5;72.8
1999-04-23T00:00:00Z;-18.0;11.6;74.2
1999-04-24T00:00:00Z;-17.9;11.5;73.5
1999-04-25T00:00:00Z;-18.0;9.6;76.8
1999-04-26T00:00:00Z;-18.8;16.1;76.6
1999-04-27T00:00:00Z;-17.6;10.2;71.0
1999-04-28T00:00:00Z;-17.6;6.3;71.4
1999-04-29T00:00:00Z;-16.9;22.9;78.8
1999-04-30T00:00:00Z;-15.3;42.8;80.3
1999-05-01T00:00:00Z;-9.7;45.5;87.5
1999-05-02T00:00:00Z;-7.6;39.0;88.6
1999-05-03T00:00:00Z;-13.0;34.5;84.0
1999-05-04T00:00:00Z;-12.0;30.8;77.9
1999-05-05T00:00:00Z;-12.2;27.1;75.8
1999-05-06T00:00:00Z;-8.9;37.2;84.7
1999-05-07T00:00:00Z;-6.3;42.1;75.5
1999-05-08T00:00:00Z;-8.2;38.0;82.7
1999-05-09T00:00:00Z;-7.9;24.7;85.7
1999-05-10T00:00:00Z;-5.3;13.8;88.6
1999-05-11T00:00:00Z;-4.5;24.4;89.9
1999-05-12T00:00:00Z;-3.6;34.8;92.9
1999-05-13T00:00:00Z;-3.7;32.0;90.7
1999-05-14T00:00:00Z;-0.5;16.5;95.0
1999-05-15T00:00:00Z;0.4;12.5;89.3
1999-05-16T00:00:00Z;-2.2;15.6;85.2
1999-05-17T00:00:00Z;-5.3;16.8;76.7
1999-05-18T00:00:00Z;-5.6;3.4;68.9
1999-05-19T00:00:00Z;-4.9;17.2;77.7
1999-05-20T00:00:00Z;-5.0;24.6;84.1
1999-05-21T00:00:00Z;-5.4;20.4;79.2
1999-05-22T00:00:00Z;-4.4;14.3;81.6
1999-05-23T00:00:00Z;-3.4;2.8;82.8
1999-05-24T00:00:00Z;-2.5;8.7;70.4
1999-05-25T00:00:00Z;-2.7;21.4;75.0
1999-05-26T00:00:00Z;-2.7;20.0;73.1
1999-05-27T00:00:00Z;-2.7;23.6;78.1
1999-05-28T00:00:00Z;-1.2;31.1;83.0
1999-05-29T00:00:00Z;0.4;21.8;85.1
1999-05-30T00:00:00Z;-0.0;5.2;85.7
1999-05-31T00:00:00Z;-0.8;17.5;86.3
1999-06-01T00:00:00Z;0.2;14.5;90.3
1999-06-02T00:00:00Z;0.2;17.5;83.6
1999-06-03T00:00:00Z;0.2;34.4;90.1
1999-06-04T00:00:00Z;1.3;27.9;92.9
1999-06-05T00:00:00Z;1.1;23.1;89.4
1999-06-06T00:00:00Z;0.9;15.3;80.7
1999-06-07T00:00:00Z;0.2;18.9;82.4
1999-06-08T00:00:00Z;0.4;7.4;73.2
1999-06-09T00:00:00Z;0.7;14.0;80.7
1999-06-10T00:00:00Z;0.9;25.3;82.7
1999-06-11T00:00:00Z;1.6;23.5;90.7
1999-06-12T00:00:00Z;2.7;16.9;92.7
1999-06-13T00:00:00Z;3.0;17.7;90.6
1999-06-14T00:00:00Z;2.7;9.0;94.8
1999-06-15T00:00:00Z;3.0;11.9;91.3
1999-06-16T00:00:00Z;2.5;5.8;94.9
1999-06-17T00:00:00Z;0.6;24.1;96.0
1999-06-18T00:00:00Z;1.1;36.4;90.6
1999-06-19T00:00:00Z;1.5;12.1;96.1
1999-06-20T00:00:00Z;1.3;19.8;92.6
1999-06-21T00:00:00Z;1.3;13.5;83.3
1999-06-22T00:00:00Z;1.6;18.0;78.6
1999-06-23T00:00:00Z;1.8;25.3;87.7
1999-06-24T00:00:00Z;1.0;14.3;89.3
1999-06-25T00:00:00Z;2.4;14.4;93.1
1999-06-26T00:00:00Z;2.6;11.0;93.6
1999-06-27T00:00:00Z;1.3;22.1;93.6
1999-06-28T00:00:00Z;1.5;18.2;92.3
1999-06-29T00:00:00Z;1.9;15.6;88.5
1999-06-30T00:00:00Z;2.0;17.1;88.5
1999-07-01T00:00:00Z;1.4;2.3;92.8
1999-07-02T00:00:00Z;2.8;17.8;94.6
1999-07-03T00:00:00Z;4.2;19.5;90.1
1999-07-04T00:00:00Z;3.0;17.7;94.9
1999-07-05T00:00:00Z;3.3;10.9;96.8
1999-07-06T00:00:00Z;2.9;20.4;96.9
1999-07-07T00:00:00Z;1.2;25.4;95.9
1999-07-08T00:00:00Z;2.0;4.4;94.6
1999-07-09T00:00:00Z;2.2;16.2;95.5
1999-07-10T00:00:00Z;1.4;12.1;97.1
1999-07-11T00:00:00Z;1.3;18.2;96.9
1999-07-12T00:00:00Z;1.3;18.1;88.2
1999-07-13T00:00:00Z;1.4;15.0;91.2
1999-07-14T00:00:00Z;1.3;10.3;90.4
1999-07-15T00:00:00Z;2.9;7.9;93.6
1999-07-16T00:00:00Z;3.6;26.3;86.1
1999-07-17T00:00:00Z;2.2;4.7;98.1
1999-07-18T00:00:00Z;1.8;20.6;99.6
1999-07-19T00:00:00Z;1.6;18.2;97.5
1999-07-20T00:00:00Z;-0.6;11.3;94.3
1999-07-21T00:00:00Z;1.3;31.6;90.7
1999-07-22T00:00:00Z;2.2;22.7;94.5
1999-07-23T00:00:00Z;0.8;15.0;91.0
1999-07-24T00:00:00Z;0.3;21.1;89.8
1999-07-25T00:00:00Z;1.1;12.1;95.5
1999-07-26T00:00:00Z;1.3;13.9;90.8
1999-07-27T00:00:00Z;0.6;23.1;91.4
1999-07-28T00:00:00Z;1.0;20.9;88.3
1999-07-29T00:00:00Z;0.8;13.8;94.1
1999-07-30T00:00:00Z;1.4;30.6;98.6
1999-07-31T00:00:00Z;1.3;32.4;98.8
1999-08-01T00:00:00Z;1.1;22.3;99.5
1999-08-02T00:00:00Z;3.8;18.1;94.1
1999-08-03T00:00:00Z;2.9;17.4;96.5
1999-08-04T00:00:00Z;1.7;18.4;98.9
1999-08-05T00:00:00Z;2.2;34.0;95.6
1999-08-06T00:00:00Z;2.4;17.1;98.0
1999-08-07T00:00:00Z;3.3;31.8;93.1
1999-08-08T00:00:00Z;2.8;35.5;90.6
1999-08-09T00:00:00Z;2.7;45.7;86.6
1999-08-10T00:00:00Z;2.9;35.1;86.9
1999-08-11T00:00:00Z;2.0;27.9;92.9
1999-08-12T00:00:00Z;1.3;11.3;97.3
1999-08-13T00:00:00Z;0.9;11.6;97.8
1999-08-14T00:00:00Z;0.6;0.8;95.8
1999-08-15T00:00:00Z;1.3;7.3;95.7
1999-08-16T00:00:00Z;0.9;10.1;98.0
1999-08-17T00:00:00Z;1.3;8.7;98.3
1999-08-18T00:00:00Z;0.8;23.9;96.4
1999-08-19T00:00:00Z;0.1;23.5;93.1
1999-08-20T00:00:00Z;-0.2;33.6;84.7
1999-08-21T00:00:00Z;-0.2;42.1;90.2
1999-08-22T00:00:00Z;1.5;39.6;86.5
1999-08-23T00:00:00Z;0.7;38.7;89.9
1999-08-24T00:00:00Z;0.4;37.3;88.8
1999-08-25T00:00:00Z;-2.2;19.5;88.9
1999-08-26T00:00:00Z;0.1;15.8;89.0
1999-08-27T00:00:00Z;0.9;26.9;94.5
1999-08-28T00:00:00Z;-0.1;23.1;80.1
1999-08-29T00:00:00Z;-0.7;8.8;86.2
1999-08-30T00:00:00Z;-1.0;7.7;85.2
1999-08-31T00:00:00Z;-0.7;19.6;82.5
1999-09-01T00:00:00Z;1.1;27.8;95.0
1999-09-02T00:00:00Z;-0.2;9.2;96.1
1999-09-03T00:00:00Z;0.6;25.9;94.2
1999-09-04T00:00:00Z;-0.1;14.6;95.9
1999-09-05T00:00:00Z;-0.2;21.0;94.9
1999-09-06T00:00:00Z;-0.9;10.9;89.8
1999-09-07T00:00:00Z;-0.0;32.0;94.3
1999-09-08T00:00:00Z;-0.1;16.1;95.6
1999-09-09T00:00:00Z;-1.5;6.9;74.4
1999-09-10T00:00:00Z;-0.1;24.7;89.1
1999-09-11T00:00:00Z;-0.2;7.1;95.3
1999-09-12T00:00:00Z;-0.5;23.2;91.4
1999-09-13T00:00:00Z;-0.4;33.5;89.8
1999-09-14T00:00:00Z;-1.3;21.6;85.9
1999-09-15T00:00:00Z;-2.1;23.8;83.9
1999-09-16T00:00:00Z;-0.2;36.5;88.1
1999-09-17T00:00:00Z;0.4;23.8;93.5
1999-09-18T00:00:00Z;-0.1;6.3;95.1
1999-09-19T00:00:00Z;-2.1;23.9;92.5
1999-09-20T00:00:00Z;-3.7;5.5;86.6
1999-09-21T00:00:00Z;-1.2;20.1;92.0
1999-09-22T00:00:00Z;-1.6;8.8;79.1
1999-09-23T00:00:00Z;-0.1;24.5;96.2
1999-09-24T00:00:00Z;-0.3;20.5;95.3
1999-09-25T00:00:00Z;-1.2;22.6;91.3
1999-09-26T00:00:00Z;-1.4;9.5;78.8
1999-09-27T00:00:00Z;-4.2;23.7;81.4
1999-09-28T00:00:00Z;-5.4;28.6;72.7
1999-09-29T00:00:00Z;-4.9;22.0;71.1
1999-09-30T00:00:00Z;-2.3;19.0;70.2
1999-10-01T00:00:00Z;-3.4;2.0;64.9
1999-10-02T00:00:00Z;-4.4;22.2;80.0
1999-10-03T00:00:00Z;-5.5;36.4;78.5
1999-10-04T00:00:00Z;-9.0;28.9;78.7
1999-10-05T00:00:00Z;-10.8;30.8;87.2
1999-10-06T00:00:00Z;-10.8;42.0;85.4
1999-10-07T00:00:00Z;-9.6;48.8;83.0
1999-10-08T00:00:00Z;-9.7;44.1;85.6
1999-10-09T00:00:00Z;-10.9;36.8;83.1
1999-10-10T00:00:00Z;-11.9;26.9;74.8
1999-10-11T00:00:00Z;-14.3;24.4;81.2
1999-10-12T00:00:00Z;-15.1;23.4;79.0
1999-10-13T00:00:00Z;-15.9;19.8;82.3
1999-10-14T00:00:00Z;-17.2;17.9;81.9
1999-10-15T00:00:00Z;-17.8;17.8;76.4
1999-10-16T00:00:00Z;-17.2;9.8;75.4
1999-10-17T00:00:00Z;-15.7;5.3;72.7
1999-10-18T00:00:00Z;-17.7;11.7;84.9
1999-10-19T00:00:00Z;-18.0;5.4;84.2
